,student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,Age_Group
563,S1563,0.8571428571428572,Male,4.4,4.3,0.0,Yes,100.0,6.1,Fair,3,Master,Average,2,No,0.5948509485094851,"(20, 25]"
564,S1564,0.4285714285714284,Male,2.1,4.9,1.1,No,92.0,8.0,Good,3,High School,Average,4,No,0.478319783197832,"(15, 20]"
565,S1565,0.1428571428571428,Female,5.1,2.5,2.4,No,90.3,5.0,Poor,0,Master,Good,6,No,0.7195121951219512,"(15, 20]"
566,S1566,0.1428571428571428,Male,2.7,3.7,2.3,No,86.7,7.0,Poor,5,High School,Good,4,Yes,0.5108401084010841,"(15, 20]"
567,S1567,1.0,Male,4.7,4.1,3.0,No,71.2,4.9,Good,3,Bachelor,Poor,10,Yes,0.9065040650406504,"(20, 25]"
568,S1568,0.8571428571428572,Male,4.1,1.6,0.5,No,80.2,7.8,Poor,5,High School,Poor,7,Yes,0.8617886178861789,"(20, 25]"
569,S1569,0.8571428571428572,Male,6.3,1.9,0.0,No,93.4,6.2,Fair,6,,Good,3,Yes,1.0,"(20, 25]"
570,S1570,0.7142857142857144,Male,3.2,4.0,2.7,No,74.5,8.0,Good,6,Master,Good,6,Yes,0.4823848238482385,"(20, 25]"
571,S1571,0.2857142857142856,Male,3.0,4.5,0.9,No,59.7,7.1,Fair,1,Master,Good,4,Yes,0.34281842818428193,"(15, 20]"
572,S1572,0.0,Male,3.5,3.2,0.0,No,82.7,5.0,Good,4,High School,Good,3,No,0.4634146341463415,"(15, 20]"
573,S1573,0.1428571428571428,Male,3.0,1.4,2.0,No,83.6,8.2,Fair,5,Bachelor,Good,3,No,0.5555555555555556,"(15, 20]"
574,S1574,0.8571428571428572,Other,4.7,4.9,2.7,No,86.4,8.4,Poor,6,Bachelor,Average,2,No,0.8590785907859078,"(20, 25]"
575,S1575,0.7142857142857144,Male,1.1,1.9,1.7,No,92.3,7.6,Fair,4,Master,Good,3,Yes,0.29945799457994576,"(20, 25]"
576,S1576,0.5714285714285716,Male,1.9,2.1,1.3,No,91.4,5.6,Fair,3,High School,Good,10,No,0.48102981029810304,"(20, 25]"
577,S1577,0.7142857142857144,Female,1.9,2.9,1.6,Yes,87.6,6.1,Fair,4,Bachelor,Good,1,Yes,0.2466124661246613,"(20, 25]"
578,S1578,0.1428571428571428,Male,4.9,4.4,1.4,Yes,97.0,6.7,Fair,4,High School,Average,3,No,0.6910569105691058,"(15, 20]"
579,S1579,0.1428571428571428,Female,6.1,3.5,0.3,Yes,69.8,5.7,Good,3,High School,Average,9,Yes,1.0,"(15, 20]"
580,S1580,0.7142857142857144,Female,3.3,3.0,1.0,No,90.0,8.5,Good,5,Master,Average,4,No,0.6341463414634148,"(20, 25]"
581,S1581,0.0,Male,3.2,3.1,2.4,No,91.3,6.7,Fair,3,High School,Average,3,No,0.5731707317073171,"(15, 20]"
582,S1582,0.4285714285714284,Male,3.6,2.6,2.2,No,72.6,3.3,Fair,1,High School,Good,8,No,0.47154471544715454,"(15, 20]"
583,S1583,0.1428571428571428,Female,5.2,3.2,2.0,No,70.0,6.9,Fair,2,Bachelor,Poor,1,Yes,0.6002710027100271,"(15, 20]"
584,S1584,0.7142857142857144,Female,2.1,0.0,0.7,No,77.5,6.1,Good,0,Bachelor,Average,5,No,0.3563685636856369,"(20, 25]"
585,S1585,0.8571428571428572,Male,3.9,2.1,1.6,No,78.4,6.4,Good,3,High School,Good,1,No,0.4959349593495935,"(20, 25]"
586,S1586,0.7142857142857144,Female,5.0,2.8,0.0,Yes,92.5,6.1,Fair,3,High School,Poor,7,Yes,0.7764227642276422,"(20, 25]"
587,S1587,0.2857142857142856,Male,4.3,1.1,2.0,No,78.9,7.5,Good,4,Master,Average,5,No,0.6124661246612468,"(15, 20]"
588,S1588,0.4285714285714284,Other,3.8,3.0,3.4,No,76.4,7.8,Fair,1,High School,Average,2,No,0.478319783197832,"(15, 20]"
589,S1589,0.5714285714285716,Male,5.0,2.3,0.2,No,78.9,6.8,Poor,6,Bachelor,Good,1,No,0.6666666666666667,"(20, 25]"
590,S1590,0.0,Female,0.0,4.6,1.2,No,96.2,6.1,Poor,6,Bachelor,Average,7,No,0.2140921409214092,"(15, 20]"
591,S1591,1.0,Female,4.5,4.4,2.2,No,85.1,6.5,Fair,4,High School,Good,1,No,0.5121951219512195,"(20, 25]"
592,S1592,0.5714285714285716,Female,2.5,1.9,3.2,Yes,83.2,6.5,Fair,5,Master,Average,3,No,0.459349593495935,"(20, 25]"
593,S1593,0.4285714285714284,Female,0.8,2.3,1.3,Yes,83.9,5.5,Poor,3,Bachelor,Good,6,No,0.11517615176151769,"(15, 20]"
594,S1594,0.4285714285714284,Male,4.3,2.4,1.0,Yes,97.9,7.2,Good,3,High School,Average,6,No,0.8373983739837398,"(15, 20]"
595,S1595,0.4285714285714284,Male,5.6,2.0,0.0,No,77.5,7.1,Fair,4,Bachelor,Average,7,No,1.0,"(15, 20]"
596,S1596,0.5714285714285716,Male,3.3,2.7,1.9,No,98.2,8.3,Fair,3,Bachelor,Poor,1,No,0.5406504065040649,"(20, 25]"
597,S1597,0.8571428571428572,Male,4.9,1.6,4.0,No,87.1,8.0,Fair,5,Bachelor,Poor,7,No,0.9390243902439024,"(20, 25]"
598,S1598,0.4285714285714284,Female,5.9,1.1,2.1,Yes,83.4,5.7,Poor,2,Master,Average,2,Yes,0.8157181571815719,"(15, 20]"
599,S1599,0.7142857142857144,Male,5.5,3.2,1.8,No,100.0,7.5,Fair,0,High School,Poor,6,No,0.6924119241192412,"(20, 25]"
600,S1600,0.5714285714285716,Male,6.0,3.3,2.2,No,74.4,5.4,Fair,0,High School,Average,8,Yes,0.8672086720867209,"(20, 25]"
601,S1601,1.0,Other,4.6,1.5,1.8,No,81.5,7.3,Fair,0,High School,Good,5,Yes,0.7317073170731707,"(20, 25]"
602,S1602,0.4285714285714284,Female,3.6,3.6,0.9,No,72.7,5.9,Poor,2,,Average,10,Yes,0.6327913279132793,"(15, 20]"
603,S1603,0.7142857142857144,Female,1.1,1.7,2.7,No,94.5,5.3,Fair,3,,Average,3,No,0.13008130081300812,"(20, 25]"
604,S1604,0.8571428571428572,Other,3.1,2.8,2.0,No,100.0,6.8,Poor,4,Master,Good,8,Yes,0.6314363143631436,"(20, 25]"
605,S1605,0.2857142857142856,Male,2.2,3.5,1.8,No,100.0,3.3,Good,6,Bachelor,Good,8,No,0.5609756097560976,"(15, 20]"
606,S1606,0.8571428571428572,Male,6.8,2.5,0.7,No,97.2,4.4,Good,1,Bachelor,Poor,4,No,0.9065040650406504,"(20, 25]"
607,S1607,1.0,Female,3.2,3.0,3.2,No,83.0,6.3,Poor,3,Bachelor,Average,8,Yes,0.424119241192412,"(20, 25]"
608,S1608,0.4285714285714284,Female,3.7,1.9,2.5,No,81.3,6.6,Fair,2,Bachelor,Good,5,Yes,0.4728997289972901,"(15, 20]"
609,S1609,1.0,Male,4.3,2.3,1.2,No,68.3,6.1,Poor,5,High School,Poor,5,No,0.6937669376693767,"(20, 25]"
610,S1610,0.5714285714285716,Female,3.6,2.3,2.9,No,100.0,4.6,Fair,2,Master,Good,3,No,0.5880758807588076,"(20, 25]"
611,S1611,0.1428571428571428,Male,6.0,1.6,1.3,No,89.7,5.5,Fair,6,High School,Poor,7,No,1.0,"(15, 20]"
612,S1612,0.4285714285714284,Male,2.6,2.3,0.9,No,80.1,7.0,Fair,0,Master,Good,9,No,0.5840108401084012,"(15, 20]"
613,S1613,0.1428571428571428,Female,3.8,0.6,1.0,No,98.3,7.2,Fair,3,Bachelor,Average,9,No,0.8062330623306233,"(15, 20]"
614,S1614,0.7142857142857144,Female,2.4,1.9,0.0,No,75.3,6.5,Good,6,High School,Good,1,No,0.3753387533875339,"(20, 25]"
615,S1615,0.2857142857142856,Female,1.5,2.2,2.3,No,89.1,7.9,Fair,0,Bachelor,Average,1,No,0.2371273712737128,"(15, 20]"
616,S1616,0.0,Male,2.6,2.2,0.0,No,83.3,7.0,Fair,1,Bachelor,Good,10,No,0.7195121951219512,"(15, 20]"
617,S1617,1.0,Female,3.4,2.2,0.4,No,91.4,5.6,Fair,5,High School,Poor,5,No,0.6111111111111112,"(20, 25]"
618,S1618,0.8571428571428572,Male,2.9,2.4,0.0,No,84.4,6.2,Good,0,Bachelor,Average,1,Yes,0.4769647696476966,"(20, 25]"
619,S1619,0.2857142857142856,Male,2.5,3.1,1.7,No,70.5,4.8,Good,1,High School,Good,4,No,0.2560975609756098,"(15, 20]"
620,S1620,0.4285714285714284,Female,1.4,3.5,1.6,No,85.8,6.4,Fair,2,,Average,1,No,0.18428184281842824,"(15, 20]"
621,S1621,0.1428571428571428,Female,3.4,1.7,1.4,No,95.5,7.8,Good,0,Master,Good,2,No,0.6029810298102982,"(15, 20]"
622,S1622,0.8571428571428572,Female,1.2,1.1,0.7,No,84.7,7.3,Fair,0,Bachelor,Average,2,Yes,0.1273712737127372,"(20, 25]"
623,S1623,0.1428571428571428,Female,4.6,1.2,0.5,No,92.8,8.2,Good,4,Master,Good,4,No,0.9051490514905149,"(15, 20]"
624,S1624,0.5714285714285716,Female,3.6,1.9,2.3,No,74.5,6.1,Good,5,Bachelor,Average,8,Yes,0.7723577235772359,"(20, 25]"
625,S1625,0.1428571428571428,Female,1.3,2.1,1.2,No,84.7,8.1,Poor,5,High School,Good,2,Yes,0.2764227642276424,"(15, 20]"
626,S1626,0.5714285714285716,Male,3.0,1.6,2.1,No,78.8,6.3,Good,6,Bachelor,Good,9,Yes,0.6043360433604337,"(20, 25]"
627,S1627,0.7142857142857144,Male,2.4,0.9,0.8,No,92.5,8.3,Fair,2,Bachelor,Average,9,No,0.7059620596205962,"(20, 25]"
628,S1628,0.8571428571428572,Male,4.0,2.0,2.0,No,85.3,6.5,Fair,4,Master,Good,2,Yes,0.6029810298102982,"(20, 25]"
629,S1629,0.8571428571428572,Male,5.5,2.7,3.2,Yes,91.9,7.3,Fair,6,High School,Good,1,No,0.7642276422764227,"(20, 25]"
630,S1630,0.0,Female,0.7,3.2,2.4,No,95.9,8.3,Good,1,Master,Average,10,Yes,0.3265582655826558,"(15, 20]"
631,S1631,0.4285714285714284,Female,3.7,1.8,1.3,No,91.9,6.3,Fair,6,Master,Good,10,No,0.7411924119241193,"(15, 20]"
632,S1632,0.5714285714285716,Male,3.3,2.0,2.1,No,87.7,6.8,Poor,1,Bachelor,Poor,9,Yes,0.6666666666666667,"(20, 25]"
633,S1633,0.0,Male,4.5,1.4,1.5,No,75.0,8.0,Good,2,Master,Good,2,Yes,0.7791327913279134,"(15, 20]"
634,S1634,0.1428571428571428,Female,3.8,2.5,1.8,No,85.0,6.3,Poor,5,High School,Average,8,No,0.6856368563685638,"(15, 20]"
635,S1635,0.1428571428571428,Male,2.4,1.5,1.4,No,79.7,4.9,Poor,1,Master,Poor,3,No,0.2655826558265583,"(15, 20]"
636,S1636,0.0,Female,3.0,3.2,1.6,No,81.6,9.1,Fair,2,Bachelor,Average,1,Yes,0.43631436314363153,"(15, 20]"
637,S1637,0.8571428571428572,Female,2.3,0.4,2.0,No,81.3,5.9,Fair,6,,Good,1,Yes,0.5975609756097562,"(20, 25]"
638,S1638,0.1428571428571428,Female,5.1,2.1,0.7,Yes,75.2,6.7,Fair,1,Master,Good,10,Yes,0.9918699186991871,"(15, 20]"
639,S1639,1.0,Female,3.5,2.9,0.7,No,65.4,7.9,Poor,3,High School,Good,2,No,0.49728997289972904,"(20, 25]"
640,S1640,0.7142857142857144,Female,6.4,2.7,0.3,Yes,78.3,5.8,Good,0,High School,Average,7,No,0.97289972899729,"(20, 25]"
641,S1641,0.7142857142857144,Male,3.4,5.7,0.0,No,86.9,5.3,Good,6,Bachelor,Poor,6,No,0.6571815718157181,"(20, 25]"
642,S1642,1.0,Female,2.4,2.9,0.5,No,71.5,6.8,Fair,5,High School,Good,2,Yes,0.3279132791327914,"(20, 25]"
643,S1643,0.0,Female,1.2,1.3,2.0,No,85.2,4.3,Fair,6,High School,Good,4,No,0.3143631436314363,"(15, 20]"
644,S1644,1.0,Male,0.8,2.4,0.8,No,100.0,6.2,Fair,3,Bachelor,Average,2,Yes,0.12330623306233063,"(20, 25]"
645,S1645,0.5714285714285716,Female,1.1,0.4,2.4,Yes,95.2,6.8,Good,2,,Average,1,Yes,0.2723577235772358,"(20, 25]"
646,S1646,0.5714285714285716,Female,3.9,2.4,1.8,No,100.0,6.2,Poor,2,High School,Average,3,No,0.5718157181571817,"(20, 25]"
647,S1647,0.0,Female,4.3,1.5,0.0,No,88.9,4.6,Poor,6,,Average,4,No,0.7859078590785908,"(15, 20]"
648,S1648,1.0,Female,1.1,3.6,2.5,No,96.7,8.4,Good,3,High School,Good,10,Yes,0.3848238482384824,"(20, 25]"
649,S1649,0.5714285714285716,Female,4.8,1.8,2.7,No,77.8,6.6,Fair,6,Bachelor,Average,5,No,0.8373983739837398,"(20, 25]"
650,S1650,0.8571428571428572,Female,2.8,2.4,0.7,No,78.6,8.2,Fair,0,Bachelor,Good,5,No,0.478319783197832,"(20, 25]"
651,S1651,1.0,Female,3.7,1.7,2.3,Yes,57.6,6.2,Good,0,Master,Average,7,No,0.6707317073170733,"(20, 25]"
652,S1652,0.8571428571428572,Female,5.9,4.6,0.9,No,96.9,5.4,Good,4,Bachelor,Average,10,No,1.0,"(20, 25]"
653,S1653,0.5714285714285716,Female,4.8,2.1,1.9,No,100.0,6.8,Fair,1,High School,Good,8,No,0.7642276422764227,"(20, 25]"
654,S1654,0.7142857142857144,Female,3.1,4.7,0.4,No,79.5,6.2,Good,4,Master,Good,9,No,0.6138211382113823,"(20, 25]"
655,S1655,0.5714285714285716,Female,2.2,3.5,0.0,No,82.5,5.1,Poor,0,Bachelor,Average,7,No,0.42547425474254746,"(20, 25]"
656,S1656,0.8571428571428572,Male,0.3,3.1,1.4,Yes,77.5,8.3,Good,3,Bachelor,Good,5,No,0.1341463414634147,"(20, 25]"
657,S1657,0.2857142857142856,Female,2.4,2.9,1.7,No,88.8,5.8,Fair,1,Bachelor,Average,9,Yes,0.5582655826558267,"(15, 20]"
658,S1658,0.4285714285714284,Female,3.2,3.0,1.4,Yes,96.2,4.3,Good,3,Master,Good,8,No,0.6585365853658536,"(15, 20]"
659,S1659,0.1428571428571428,Male,2.0,0.2,0.5,No,67.6,8.1,Good,4,Bachelor,Average,10,Yes,0.6422764227642277,"(15, 20]"
660,S1660,1.0,Female,3.3,2.2,1.4,No,89.1,5.9,Good,2,High School,Good,9,Yes,0.7222222222222223,"(20, 25]"
661,S1661,0.2857142857142856,Male,3.6,3.5,2.1,No,82.2,5.8,Good,3,Bachelor,Poor,10,No,0.491869918699187,"(15, 20]"
662,S1662,0.5714285714285716,Male,3.2,2.4,1.8,No,86.1,4.4,Fair,4,,Average,8,Yes,0.6788617886178863,"(20, 25]"
663,S1663,0.7142857142857144,Female,2.5,0.8,2.0,No,89.6,8.6,Fair,4,High School,Good,6,No,0.6693766937669376,"(20, 25]"
664,S1664,0.0,Male,3.8,2.4,1.1,No,83.1,5.0,Fair,4,High School,Good,4,No,0.5176151761517616,"(15, 20]"
665,S1665,0.5714285714285716,Female,4.2,4.5,3.1,No,84.0,6.6,Good,2,High School,Average,9,No,0.6653116531165311,"(20, 25]"
666,S1666,0.7142857142857144,Female,1.9,4.0,0.5,Yes,82.9,7.6,Good,2,,Average,9,Yes,0.3279132791327914,"(20, 25]"
667,S1667,0.4285714285714284,Female,5.6,2.4,2.3,No,94.7,7.0,Fair,6,High School,Average,10,Yes,1.0,"(15, 20]"
668,S1668,0.5714285714285716,Male,3.4,3.6,3.1,No,89.2,6.4,Good,2,Bachelor,Good,10,No,0.6802168021680217,"(20, 25]"
669,S1669,0.8571428571428572,Male,3.5,2.1,2.3,No,87.2,4.5,Good,1,Bachelor,Good,9,No,0.5921409214092141,"(20, 25]"
670,S1670,0.0,Female,4.6,0.5,1.6,No,72.3,5.5,Good,2,Master,Good,10,Yes,0.8495934959349594,"(15, 20]"
671,S1671,0.7142857142857144,Other,3.8,1.4,1.2,No,81.2,6.7,Good,2,High School,Average,3,Yes,0.5989159891598916,"(20, 25]"
672,S1672,0.7142857142857144,Female,4.9,4.4,2.9,No,94.0,5.6,Fair,2,Bachelor,Good,3,No,0.5853658536585367,"(20, 25]"
673,S1673,0.7142857142857144,Male,3.9,2.2,0.2,No,85.4,6.7,Poor,3,Master,Average,6,Yes,0.7953929539295395,"(20, 25]"
674,S1674,0.4285714285714284,Female,2.6,2.2,0.7,No,91.6,7.3,Poor,2,High School,Poor,6,No,0.5067750677506775,"(15, 20]"
675,S1675,0.5714285714285716,Female,4.0,2.1,1.4,No,100.0,7.7,Fair,1,Bachelor,Good,6,No,0.7588075880758809,"(20, 25]"
676,S1676,0.4285714285714284,Female,1.8,4.8,3.2,No,95.4,5.0,Good,4,Bachelor,Good,5,No,0.15176151761517614,"(15, 20]"
677,S1677,1.0,Male,3.7,4.5,2.2,No,85.9,9.1,Good,3,,Good,5,No,0.6449864498644986,"(20, 25]"
678,S1678,0.1428571428571428,Female,3.5,5.2,0.7,Yes,79.9,7.4,Good,0,Master,Good,2,Yes,0.36856368563685643,"(15, 20]"
679,S1679,0.1428571428571428,Female,3.2,2.3,1.5,No,59.5,6.5,Good,2,Bachelor,Good,7,No,0.5149051490514907,"(15, 20]"
680,S1680,1.0,Other,3.3,2.9,1.1,No,83.3,7.8,Poor,6,,Good,4,No,0.5989159891598916,"(20, 25]"
681,S1681,0.5714285714285716,Male,0.7,0.7,1.0,No,81.7,9.3,Poor,6,,Average,3,No,0.34281842818428193,"(20, 25]"
682,S1682,0.8571428571428572,Female,2.7,4.3,2.9,No,88.9,4.8,Poor,4,,Average,8,No,0.36856368563685643,"(20, 25]"
683,S1683,0.4285714285714284,Female,3.6,1.1,0.3,Yes,83.5,6.2,Fair,4,High School,Good,4,No,0.6910569105691058,"(15, 20]"
684,S1684,0.0,Male,3.7,2.8,3.6,No,81.8,3.6,Fair,3,Bachelor,Good,4,Yes,0.45528455284552843,"(15, 20]"
685,S1685,0.7142857142857144,Female,2.0,1.2,2.7,No,67.2,6.7,Poor,6,Bachelor,Average,8,No,0.3956639566395664,"(20, 25]"
686,S1686,0.7142857142857144,Female,5.4,1.8,3.0,Yes,75.6,6.9,Fair,0,High School,Average,1,No,0.5921409214092141,"(20, 25]"
687,S1687,0.5714285714285716,Male,2.2,1.5,1.3,Yes,89.8,6.5,Poor,5,Master,Average,9,No,0.6151761517615175,"(20, 25]"
688,S1688,0.8571428571428572,Male,5.0,1.8,1.6,No,100.0,5.7,Good,6,High School,Poor,7,No,0.9037940379403795,"(20, 25]"
689,S1689,0.1428571428571428,Female,4.1,1.9,0.2,No,84.0,4.0,Fair,6,,Good,2,No,0.6260162601626018,"(15, 20]"
690,S1690,0.1428571428571428,Male,2.5,1.8,1.2,Yes,88.3,6.9,Fair,1,High School,Average,6,No,0.6002710027100271,"(15, 20]"
691,S1691,0.7142857142857144,Female,6.2,3.5,2.3,No,94.5,8.2,Fair,5,Bachelor,Good,8,No,1.0,"(20, 25]"
692,S1692,0.5714285714285716,Male,1.7,1.2,3.2,No,76.9,5.8,Good,4,High School,Average,5,Yes,0.15176151761517614,"(20, 25]"
693,S1693,0.4285714285714284,Female,4.9,2.8,0.6,No,88.7,7.0,Fair,5,High School,Average,6,No,0.8468834688346885,"(15, 20]"
694,S1694,0.1428571428571428,Male,5.0,4.0,1.4,No,77.6,4.6,Fair,6,High School,Poor,10,No,0.8455284552845528,"(15, 20]"
695,S1695,0.4285714285714284,Female,2.5,1.9,1.6,No,93.6,7.0,Good,4,Bachelor,Good,8,No,0.5731707317073171,"(15, 20]"
696,S1696,0.8571428571428572,Other,5.6,1.6,0.3,No,86.5,6.0,Fair,5,Master,Good,6,No,1.0,"(20, 25]"
697,S1697,0.1428571428571428,Other,3.1,2.2,2.5,No,88.0,5.6,Good,4,High School,Good,9,No,0.5514905149051492,"(15, 20]"
698,S1698,0.1428571428571428,Female,3.9,3.9,1.0,No,77.2,5.6,Fair,4,High School,Poor,9,No,0.6138211382113823,"(15, 20]"
699,S1699,0.2857142857142856,Male,3.9,2.7,1.6,No,92.1,6.0,Fair,3,Bachelor,Average,9,No,0.6991869918699187,"(15, 20]"
700,S1700,0.1428571428571428,Female,3.3,1.9,1.3,No,100.0,7.0,Poor,0,Bachelor,Poor,6,Yes,0.5623306233062331,"(15, 20]"
701,S1701,1.0,Male,4.7,3.1,0.9,No,74.9,4.9,Good,4,High School,Average,9,Yes,0.9512195121951221,"(20, 25]"
702,S1702,0.0,Male,4.7,1.2,1.8,No,81.6,6.0,Fair,1,Master,Good,3,No,0.7710027100271002,"(15, 20]"
703,S1703,1.0,Male,0.9,3.3,1.6,Yes,87.3,6.5,Poor,6,Bachelor,Good,5,No,0.15853658536585363,"(20, 25]"
704,S1704,0.5714285714285716,Female,5.5,3.0,1.4,No,92.9,5.2,Fair,6,High School,Good,2,Yes,0.6788617886178863,"(20, 25]"
705,S1705,0.5714285714285716,Female,1.0,2.1,1.0,No,79.4,8.7,Fair,1,Bachelor,Average,8,Yes,0.35772357723577247,"(20, 25]"
706,S1706,0.4285714285714284,Female,5.0,1.5,2.2,No,56.7,5.5,Poor,2,Master,Average,4,No,0.7777777777777777,"(15, 20]"
707,S1707,1.0,Male,5.2,1.4,3.6,No,98.6,5.7,Good,4,Bachelor,Average,6,No,0.89159891598916,"(20, 25]"
708,S1708,1.0,Male,1.9,3.1,2.0,No,92.6,5.3,Good,4,,Poor,6,No,0.3658536585365854,"(20, 25]"
709,S1709,1.0,Other,2.9,4.0,2.9,No,67.6,8.7,Poor,4,High School,Good,5,Yes,0.40921409214092147,"(20, 25]"
710,S1710,0.8571428571428572,Male,1.8,1.7,0.3,No,78.9,7.2,Fair,5,High School,Good,1,No,0.43224932249322506,"(20, 25]"
711,S1711,0.1428571428571428,Male,3.2,3.1,2.0,No,100.0,5.4,Good,4,High School,Average,7,No,0.6056910569105693,"(15, 20]"
712,S1712,0.0,Male,3.0,0.0,0.6,Yes,99.5,7.8,Fair,4,Bachelor,Average,10,No,0.9823848238482387,"(15, 20]"
713,S1713,0.4285714285714284,Female,4.7,1.8,0.2,Yes,94.4,6.7,Fair,1,Bachelor,Good,8,No,0.7737127371273713,"(15, 20]"
714,S1714,1.0,Female,5.5,2.5,1.0,No,83.2,6.8,Fair,0,Bachelor,Good,1,Yes,0.7371273712737128,"(20, 25]"
715,S1715,1.0,Male,5.6,1.4,3.1,No,85.8,6.1,Good,0,Master,Good,10,No,0.8821138211382114,"(20, 25]"
716,S1716,0.2857142857142856,Male,2.7,1.4,2.8,No,83.7,5.6,Good,2,High School,Average,7,Yes,0.505420054200542,"(15, 20]"
717,S1717,0.4285714285714284,Female,3.2,1.7,2.1,Yes,96.3,6.9,Good,1,Master,Average,4,Yes,0.5433604336043361,"(15, 20]"
718,S1718,1.0,Female,1.0,2.9,0.1,No,76.2,5.8,Poor,4,Bachelor,Good,6,No,0.3211382113821139,"(20, 25]"
719,S1719,0.4285714285714284,Male,2.3,2.3,1.6,Yes,76.9,8.7,Fair,0,High School,Good,9,No,0.5785907859078592,"(15, 20]"
720,S1720,0.1428571428571428,Female,4.9,0.0,2.1,Yes,95.1,5.0,Good,3,Bachelor,Average,5,No,0.921409214092141,"(15, 20]"
721,S1721,0.2857142857142856,Male,5.9,0.0,2.0,Yes,84.6,8.3,Poor,3,High School,Good,8,No,1.0,"(15, 20]"
722,S1722,0.4285714285714284,Male,1.6,1.8,0.0,No,98.8,6.4,Good,3,Bachelor,Good,5,No,0.43902439024390255,"(15, 20]"
723,S1723,0.0,Female,2.6,3.0,0.8,No,78.3,6.9,Good,4,Bachelor,Average,2,No,0.3658536585365854,"(15, 20]"
724,S1724,0.0,Male,3.5,0.0,1.7,No,84.5,7.5,Poor,4,High School,Average,4,Yes,0.6002710027100271,"(15, 20]"
725,S1725,0.5714285714285716,Female,3.9,1.9,2.4,No,75.8,5.7,Good,2,Bachelor,Average,2,No,0.5121951219512195,"(20, 25]"
726,S1726,0.2857142857142856,Male,2.3,1.9,0.0,Yes,85.1,7.5,Fair,6,Bachelor,Poor,7,Yes,0.6937669376693767,"(15, 20]"
727,S1727,0.2857142857142856,Male,4.1,4.2,1.6,No,70.2,3.3,Good,2,High School,Good,7,No,0.42276422764227645,"(15, 20]"
728,S1728,0.5714285714285716,Other,2.8,2.0,2.0,No,80.1,5.6,Fair,2,,Average,3,Yes,0.456639566395664,"(20, 25]"
729,S1729,0.4285714285714284,Male,3.5,3.0,2.7,No,70.6,5.4,Fair,5,High School,Good,7,No,0.5487804878048781,"(15, 20]"
730,S1730,0.2857142857142856,Female,4.3,2.7,2.6,Yes,91.9,5.0,Good,3,Bachelor,Good,1,No,0.43631436314363153,"(15, 20]"
731,S1731,0.0,Male,3.5,0.0,2.4,No,92.2,6.2,Good,4,Master,Poor,1,No,0.5067750677506775,"(15, 20]"
732,S1732,0.0,Male,2.8,3.4,0.9,No,67.7,7.0,Poor,3,Master,Average,9,No,0.49322493224932257,"(15, 20]"
733,S1733,1.0,Male,3.3,2.8,0.0,No,98.3,7.3,Fair,2,Bachelor,Good,6,No,0.6016260162601625,"(20, 25]"
734,S1734,0.1428571428571428,Female,3.4,3.1,1.4,No,100.0,6.8,Poor,4,Bachelor,Good,5,No,0.6639566395663956,"(15, 20]"
735,S1735,0.2857142857142856,Male,2.9,7.2,2.9,Yes,85.5,5.7,Fair,1,High School,Good,6,No,0.3238482384823849,"(15, 20]"
736,S1736,0.4285714285714284,Female,3.1,0.0,3.3,No,78.6,6.9,Fair,0,Bachelor,Average,6,No,0.6314363143631436,"(15, 20]"
737,S1737,0.5714285714285716,Male,5.9,4.6,2.6,Yes,100.0,6.6,Fair,0,High School,Average,1,Yes,0.6300813008130082,"(20, 25]"
738,S1738,0.5714285714285716,Other,4.3,2.2,2.3,No,71.8,7.6,Fair,2,High School,Good,5,Yes,0.6747967479674797,"(20, 25]"
739,S1739,0.4285714285714284,Male,3.1,2.8,2.2,No,85.2,7.4,Poor,6,Bachelor,Good,9,Yes,0.6490514905149052,"(15, 20]"
740,S1740,0.8571428571428572,Female,4.5,2.4,1.2,Yes,86.8,6.5,Poor,3,,Average,4,Yes,0.7154471544715448,"(20, 25]"
741,S1741,0.7142857142857144,Female,3.0,2.0,1.7,No,98.5,5.4,Poor,1,Bachelor,Good,3,No,0.3401084010840108,"(20, 25]"
742,S1742,0.1428571428571428,Female,5.3,1.8,3.6,No,88.6,5.7,Fair,4,Bachelor,Average,1,Yes,0.6070460704607046,"(15, 20]"
743,S1743,0.5714285714285716,Female,4.1,2.9,0.8,Yes,80.0,5.8,Good,6,High School,Good,2,Yes,0.6802168021680217,"(20, 25]"
744,S1744,0.2857142857142856,Female,3.3,0.7,3.6,No,75.5,6.1,Poor,3,High School,Good,3,Yes,0.35772357723577247,"(15, 20]"
745,S1745,0.1428571428571428,Female,4.2,3.4,1.4,No,81.6,6.8,Good,2,Master,Average,4,No,0.6476964769647697,"(15, 20]"
746,S1746,0.2857142857142856,Male,1.1,2.0,3.3,No,74.9,7.4,Good,3,Bachelor,Good,7,No,0.22222222222222227,"(15, 20]"
747,S1747,0.8571428571428572,Male,1.8,1.1,0.3,No,85.5,6.4,Good,2,High School,Average,6,No,0.31978319783197834,"(20, 25]"
748,S1748,0.0,Female,1.7,2.0,2.4,No,79.4,6.5,Good,5,High School,Average,8,No,0.26422764227642287,"(15, 20]"
